seed,dq,dp,de,dgf,dgm,dg1,dg0,pf,pm,p1,p0,blue_daf,blue_dam,blue_da1,blue_da0,pink_daf,pink_dam,pink_da1,pink_da0,blue_laf,blue_lam,blue_la1,blue_la0,pink_laf,pink_lam,pink_la1,pink_la0,pedid,xr1,blue_recomb,x1,xr2,pink_recomb,x2,x,cdgf,cdgm,cdg1,cdg0,clgf,clgm,clg1,clg0,i,dgeno,lgeno,QTp,QLp
1527874309,0.4,0.6,0.1,1,2,,,-0.842488754,0.4412589843,,,1,2,,,1,1,,,2,1,,,1,5,,,195,,,,,,,-0.587410157,1/1,,,,1/2,,,,1,1/1,1/2,-0.842488754,0
1527874309,0.4,0.6,0.1,1,2,,,-0.842488754,0.4412589843,,,1,2,,,1,1,,,2,1,,,1,5,,,195,,,,,,,-0.587410157,1/1,1/2,,,1/2,1/5,,,2,1/2,1/5,0.4412589843,0
2136509232,0.4,0.6,0.1,1,3,,,-0.839244531,0.9521000779,,,1,2,,,1,2,,,3,3,,,1,1,,,196,,,,,,,0.5210007786,1/1,,,,1/3,,,,1,1/1,1/3,-0.839244531,0
2136509232,0.4,0.6,0.1,1,3,,,-0.839244531,0.9521000779,,,1,2,,,1,2,,,3,3,,,1,1,,,196,,,,,,,0.5210007786,1/1,2/2,,,1/3,1/3,,,2,2/2,1/3,0.9521000779,1
1054700061,0.4,0.6,0.1,3,1,,,0.9437754539,-0.914666962,,,2,1,,,2,1,,,1,5,,,4,1,,,197,,,,,,,-0.146669619,2/2,,,,1/4,,,,1,2/2,1/4,0.9437754539,1
1054700061,0.4,0.6,0.1,3,1,,,0.9437754539,-0.914666962,,,2,1,,,2,1,,,1,5,,,4,1,,,197,,,,,,,-0.146669619,2/2,1/1,,,1/4,1/5,,,2,1/1,1/5,-0.914666962,0
2038899368,0.4,0.6,0.1,2,1,,,0.6836213453,-0.765533817,,,2,1,,,1,1,,,1,3,,,1,1,,,198,,,,,,,1.3446618295,1/2,,,,1/1,,,,1,1/2,1/1,0.6836213453,0
2038899368,0.4,0.6,0.1,2,1,,,0.6836213453,-0.765533817,,,2,1,,,1,1,,,1,3,,,1,1,,,198,,,,,,,1.3446618295,1/2,1/1,,,1/1,1/3,,,2,1/1,1/3,-0.765533817,0
294069179,0.4,0.6,0.1,2,3,,,0.5497380286,0.9503274218,,,2,2,,,1,2,,,6,4,,,1,6,,,199,,,,,,,0.5032742184,1/2,,,,1/6,,,,1,1/2,1/6,0.5497380286,0
294069179,0.4,0.6,0.1,2,3,,,0.5497380286,0.9503274218,,,2,2,,,1,2,,,6,4,,,1,6,,,199,,,,,,,0.5032742184,1/2,2/2,,,1/6,4/6,,,2,2/2,4/6,0.9503274218,1
323594084,0.4,0.6,0.1,1,2,,,-1.025499318,0.5802519115,,,1,2,,,1,1,,,3,3,,,5,2,,,200,,,,,,,0.8025191152,1/1,,,,3/5,,,,1,1/1,3/5,-1.025499318,0
323594084,0.4,0.6,0.1,1,2,,,-1.025499318,0.5802519115,,,1,2,,,1,1,,,3,3,,,5,2,,,200,,,,,,,0.8025191152,1/1,1/2,,,3/5,2/3,,,2,1/2,2/3,0.5802519115,0
1136786305,0.4,0.6,0.1,1,1,,,-0.89449626,-1.042360632,,,1,1,,,1,1,,,1,2,,,1,2,,,201,,,,,,,-1.42360632,1/1,,,,1/1,,,,1,1/1,1/1,-0.89449626,0
1136786305,0.4,0.6,0.1,1,1,,,-0.89449626,-1.042360632,,,1,1,,,1,1,,,1,2,,,1,2,,,201,,,,,,,-1.42360632,1/1,1/1,,,1/1,2/2,,,2,1/1,2/2,-1.042360632,0
857160692,0.4,0.6,0.1,1,3,,,-0.723133346,0.8003336007,,,1,2,,,1,2,,,4,1,,,4,2,,,202,,,,,,,-0.996663993,1/1,,,,4/4,,,,1,1/1,4/4,-0.723133346,0
857160692,0.4,0.6,0.1,1,3,,,-0.723133346,0.8003336007,,,1,2,,,1,2,,,4,1,,,4,2,,,202,,,,,,,-0.996663993,1/1,2/2,,,4/4,1/2,,,2,2/2,1/2,0.8003336007,1
1504855530,0.4,0.6,0.1,2,2,,,0.5827217764,0.4879940511,,,1,2,,,2,1,,,6,6,,,3,3,,,203,,,,,,,-0.120059489,1/2,,,,3/6,,,,1,1/2,3/6,0.5827217764,0
1504855530,0.4,0.6,0.1,2,2,,,0.5827217764,0.4879940511,,,1,2,,,2,1,,,6,6,,,3,3,,,203,,,,,,,-0.120059489,1/2,1/2,,,3/6,3/6,,,2,1/2,3/6,0.4879940511,0
508052543,0.4,0.6,0.1,1,1,,,-0.847079503,-0.893854127,,,1,1,,,1,1,,,1,5,,,6,2,,,204,,,,,,,0.0614587278,1/1,,,,1/6,,,,1,1/1,1/6,-0.847079503,0
508052543,0.4,0.6,0.1,1,1,,,-0.847079503,-0.893854127,,,1,1,,,1,1,,,1,5,,,6,2,,,204,,,,,,,0.0614587278,1/1,1/1,,,1/6,2/5,,,2,1/1,2/5,-0.893854127,0
1363764004,0.4,0.6,0.1,3,3,,,0.7706545108,0.7987353937,,,2,2,,,2,2,,,3,4,,,3,5,,,205,,,,,,,-1.012646063,2/2,,,,3/3,,,,1,2/2,3/3,0.7706545108,1
1363764004,0.4,0.6,0.1,3,3,,,0.7706545108,0.7987353937,,,2,2,,,2,2,,,3,4,,,3,5,,,205,,,,,,,-1.012646063,2/2,2/2,,,3/3,4/5,,,2,2/2,4/5,0.7987353937,1
2010272439,0.4,0.6,0.1,2,2,,,0.4137810877,0.6310044557,,,2,1,,,1,2,,,4,4,,,2,6,,,206,,,,,,,1.3100445569,1/2,,,,2/4,,,,1,1/2,2/4,0.4137810877,0
2010272439,0.4,0.6,0.1,2,2,,,0.4137810877,0.6310044557,,,2,1,,,1,2,,,4,4,,,2,6,,,206,,,,,,,1.3100445569,1/2,1/2,,,2/4,4/6,,,2,1/2,4/6,0.6310044557,0
1962050852,0.4,0.6,0.1,1,2,,,-0.890518295,0.6550615124,,,1,2,,,1,1,,,6,4,,,4,1,,,207,,,,,,,1.5506151244,1/1,,,,4/6,,,,1,1/1,4/6,-0.890518295,0
1962050852,0.4,0.6,0.1,1,2,,,-0.890518295,0.6550615124,,,1,2,,,1,1,,,6,4,,,4,1,,,207,,,,,,,1.5506151244,1/1,1/2,,,4/6,1/4,,,2,1/2,1/4,0.6550615124,0
2117202562,0.4,0.6,0.1,2,2,,,0.6750293852,0.6237356954,,,2,1,,,1,2,,,3,4,,,2,2,,,208,,,,,,,1.2373569542,1/2,,,,2/3,,,,1,1/2,2/3,0.6750293852,0
2117202562,0.4,0.6,0.1,2,2,,,0.6750293852,0.6237356954,,,2,1,,,1,2,,,3,4,,,2,2,,,208,,,,,,,1.2373569542,1/2,1/2,,,2/3,2/4,,,2,1/2,2/4,0.6237356954,0
451837966,0.4,0.6,0.1,2,2,,,0.6365657886,0.5198639603,,,2,1,,,1,2,,,2,6,,,4,4,,,209,,,,,,,0.1986396034,1/2,,,,2/4,,,,1,1/2,2/4,0.6365657886,0
451837966,0.4,0.6,0.1,2,2,,,0.6365657886,0.5198639603,,,2,1,,,1,2,,,2,6,,,4,4,,,209,,,,,,,0.1986396034,1/2,1/2,,,2/4,4/6,,,2,1/2,4/6,0.5198639603,0
1863809418,0.4,0.6,0.1,1,1,,,-0.849884755,-0.813048176,,,1,1,,,1,1,,,2,4,,,2,2,,,210,,,,,,,0.8695182408,1/1,,,,2/2,,,,1,1/1,2/2,-0.849884755,0
1863809418,0.4,0.6,0.1,1,1,,,-0.849884755,-0.813048176,,,1,1,,,1,1,,,2,4,,,2,2,,,210,,,,,,,0.8695182408,1/1,1/1,,,2/2,2/4,,,2,1/1,2/4,-0.813048176,0
1560058287,0.4,0.6,0.1,2,2,,,0.615065599,0.4729634833,,,2,2,,,1,1,,,2,1,,,2,5,,,211,,,,,,,-0.270365167,1/2,,,,2/2,,,,1,1/2,2/2,0.615065599,0
1560058287,0.4,0.6,0.1,2,2,,,0.615065599,0.4729634833,,,2,2,,,1,1,,,2,1,,,2,5,,,211,,,,,,,-0.270365167,1/2,1/2,,,2/2,1/5,,,2,1/2,1/5,0.4729634833,0
714458930,0.4,0.6,0.1,3,2,,,0.9300866552,0.4600467452,,,2,2,,,2,1,,,1,2,,,3,3,,,212,,,,,,,-0.399532548,2/2,,,,1/3,,,,1,2/2,1/3,0.9300866552,1
714458930,0.4,0.6,0.1,3,2,,,0.9300866552,0.4600467452,,,2,2,,,2,1,,,1,2,,,3,3,,,212,,,,,,,-0.399532548,2/2,1/2,,,1/3,2/3,,,2,1/2,2/3,0.4600467452,0
488059656,0.4,0.6,0.1,3,1,,,0.9397862999,-0.876784233,,,2,1,,,2,1,,,6,5,,,4,2,,,213,,,,,,,0.2321576654,2/2,,,,4/6,,,,1,2/2,4/6,0.9397862999,1
488059656,0.4,0.6,0.1,3,1,,,0.9397862999,-0.876784233,,,2,1,,,2,1,,,6,5,,,4,2,,,213,,,,,,,0.2321576654,2/2,1/1,,,4/6,2/5,,,2,1/1,2/5,-0.876784233,0
1066637266,0.4,0.6,0.1,2,1,,,0.656889813,-0.982612026,,,1,1,,,2,1,,,2,2,,,4,2,,,214,,,,,,,-0.826120261,1/2,,,,2/4,,,,1,1/2,2/4,0.656889813,0
1066637266,0.4,0.6,0.1,2,1,,,0.656889813,-0.982612026,,,1,1,,,2,1,,,2,2,,,4,2,,,214,,,,,,,-0.826120261,1/2,1/1,,,2/4,2/2,,,2,1/1,2/2,-0.982612026,0
1627081008,0.4,0.6,0.1,2,2,,,0.4941286556,0.5102365279,,,2,2,,,1,1,,,5,6,,,6,4,,,215,,,,,,,0.1023652788,1/2,,,,5/6,,,,1,1/2,5/6,0.4941286556,0
1627081008,0.4,0.6,0.1,2,2,,,0.4941286556,0.5102365279,,,2,2,,,1,1,,,5,6,,,6,4,,,215,,,,,,,0.1023652788,1/2,1/2,,,5/6,4/6,,,2,1/2,4/6,0.5102365279,0
286121952,0.4,0.6,0.1,1,1,,,-0.914264329,-0.84225216,,,1,1,,,1,1,,,6,3,,,3,6,,,216,,,,,,,0.5774784005,1/1,,,,3/6,,,,1,1/1,3/6,-0.914264329,0
286121952,0.4,0.6,0.1,1,1,,,-0.914264329,-0.84225216,,,1,1,,,1,1,,,6,3,,,3,6,,,216,,,,,,,0.5774784005,1/1,1/1,,,3/6,3/6,,,2,1/1,3/6,-0.84225216,0
425122024,0.4,0.6,0.1,2,2,,,0.4409048406,0.5258300314,,,1,2,,,2,1,,,6,6,,,5,5,,,217,,,,,,,0.2583003141,1/2,,,,5/6,,,,1,1/2,5/6,0.4409048406,0
425122024,0.4,0.6,0.1,2,2,,,0.4409048406,0.5258300314,,,1,2,,,2,1,,,6,6,,,5,5,,,217,,,,,,,0.2583003141,1/2,1/2,,,5/6,5/6,,,2,1/2,5/6,0.5258300314,0
860773360,0.4,0.6,0.1,1,1,,,-0.906563416,-1.120608025,,,1,1,,,1,1,,,2,2,,,1,1,,,218,,,,,,,-2.206080245,1/1,,,,1/2,,,,1,1/1,1/2,-0.906563416,0
860773360,0.4,0.6,0.1,1,1,,,-0.906563416,-1.120608025,,,1,1,,,1,1,,,2,2,,,1,1,,,218,,,,,,,-2.206080245,1/1,1/1,,,1/2,1/2,,,2,1/1,1/2,-1.120608025,0
2082645244,0.4,0.6,0.1,2,2,,,0.5825997815,0.5434028514,,,2,1,,,1,2,,,3,2,,,4,2,,,219,,,,,,,0.4340285141,1/2,,,,3/4,,,,1,1/2,3/4,0.5825997815,0
2082645244,0.4,0.6,0.1,2,2,,,0.5825997815,0.5434028514,,,2,1,,,1,2,,,3,2,,,4,2,,,219,,,,,,,0.4340285141,1/2,1/2,,,3/4,2/2,,,2,1/2,2/2,0.5434028514,0
19701082,0.4,0.6,0.1,2,2,,,0.4181789397,0.6475532785,,,1,1,,,2,2,,,4,6,,,1,1,,,220,,,,,,,1.4755327848,1/2,,,,1/4,,,,1,1/2,1/4,0.4181789397,0
19701082,0.4,0.6,0.1,2,2,,,0.4181789397,0.6475532785,,,1,1,,,2,2,,,4,6,,,1,1,,,220,,,,,,,1.4755327848,1/2,1/2,,,1/4,1/6,,,2,1/2,1/6,0.6475532785,0
216559044,0.4,0.6,0.1,2,1,,,0.4720213238,-0.782120166,,,2,1,,,1,1,,,3,2,,,6,1,,,221,,,,,,,1.1787983437,1/2,,,,3/6,,,,1,1/2,3/6,0.4720213238,0
216559044,0.4,0.6,0.1,2,1,,,0.4720213238,-0.782120166,,,2,1,,,1,1,,,3,2,,,6,1,,,221,,,,,,,1.1787983437,1/2,1/1,,,3/6,1/2,,,2,1/1,1/2,-0.782120166,0
663795979,0.4,0.6,0.1,2,2,,,0.5186480751,0.4492334223,,,1,2,,,2,1,,,3,5,,,4,5,,,222,,,,,,,-0.507665777,1/2,,,,3/4,,,,1,1/2,3/4,0.5186480751,0
663795979,0.4,0.6,0.1,2,2,,,0.5186480751,0.4492334223,,,1,2,,,2,1,,,3,5,,,4,5,,,222,,,,,,,-0.507665777,1/2,1/2,,,3/4,5/5,,,2,1/2,5/5,0.4492334223,0
1433967247,0.4,0.6,0.1,2,3,,,0.4585633235,0.8557611589,,,1,2,,,2,2,,,5,3,,,5,2,,,223,,,,,,,-0.442388411,1/2,,,,5/5,,,,1,1/2,5/5,0.4585633235,0
1433967247,0.4,0.6,0.1,2,3,,,0.4585633235,0.8557611589,,,1,2,,,2,2,,,5,3,,,5,2,,,223,,,,,,,-0.442388411,1/2,2/2,,,5/5,2/3,,,2,2/2,2/3,0.8557611589,1
977813023,0.4,0.6,0.1,2,1,,,0.5439313188,-1.122842099,,,1,1,,,2,1,,,3,5,,,3,5,,,224,,,,,,,-2.228420992,1/2,,,,3/3,,,,1,1/2,3/3,0.5439313188,0
977813023,0.4,0.6,0.1,2,1,,,0.5439313188,-1.122842099,,,1,1,,,2,1,,,3,5,,,3,5,,,224,,,,,,,-2.228420992,1/2,1/1,,,3/3,5/5,,,2,1/1,5/5,-1.122842099,0
554418248,0.4,0.6,0.1,2,3,,,0.410431757,0.8920042198,,,1,2,,,2,2,,,3,2,,,4,1,,,225,,,,,,,-0.079957802,1/2,,,,3/4,,,,1,1/2,3/4,0.410431757,0
554418248,0.4,0.6,0.1,2,3,,,0.410431757,0.8920042198,,,1,2,,,2,2,,,3,2,,,4,1,,,225,,,,,,,-0.079957802,1/2,2/2,,,3/4,1/2,,,2,2/2,1/2,0.8920042198,1
1485369472,0.4,0.6,0.1,2,2,,,0.5938948406,0.4549604372,,,2,2,,,1,1,,,2,5,,,4,6,,,226,,,,,,,-0.450395628,1/2,,,,2/4,,,,1,1/2,2/4,0.5938948406,0
1485369472,0.4,0.6,0.1,2,2,,,0.5938948406,0.4549604372,,,2,2,,,1,1,,,2,5,,,4,6,,,226,,,,,,,-0.450395628,1/2,1/2,,,2/4,5/6,,,2,1/2,5/6,0.4549604372,0
1869911903,0.4,0.6,0.1,2,2,,,0.5206932009,0.5718671985,,,2,2,,,1,1,,,3,3,,,6,4,,,227,,,,,,,0.7186719852,1/2,,,,3/6,,,,1,1/2,3/6,0.5206932009,0
1869911903,0.4,0.6,0.1,2,2,,,0.5206932009,0.5718671985,,,2,2,,,1,1,,,3,3,,,6,4,,,227,,,,,,,0.7186719852,1/2,1/2,,,3/6,3/4,,,2,1/2,3/4,0.5718671985,0
1558354553,0.4,0.6,0.1,2,2,,,0.3586036362,0.481364256,,,2,2,,,1,1,,,1,2,,,4,2,,,228,,,,,,,-0.18635744,1/2,,,,1/4,,,,1,1/2,1/4,0.3586036362,0
1558354553,0.4,0.6,0.1,2,2,,,0.3586036362,0.481364256,,,2,2,,,1,1,,,1,2,,,4,2,,,228,,,,,,,-0.18635744,1/2,1/2,,,1/4,2/2,,,2,1/2,2/2,0.481364256,0
673604270,0.4,0.6,0.1,3,2,,,1.0266426163,0.4753064274,,,2,2,,,2,1,,,5,3,,,1,5,,,229,,,,,,,-0.246935726,2/2,,,,1/5,,,,1,2/2,1/5,1.0266426163,1
673604270,0.4,0.6,0.1,3,2,,,1.0266426163,0.4753064274,,,2,2,,,2,1,,,5,3,,,1,5,,,229,,,,,,,-0.246935726,2/2,1/2,,,1/5,3/5,,,2,1/2,3/5,0.4753064274,0
405085320,0.4,0.6,0.1,2,2,,,0.4331407844,0.536045809,,,2,1,,,1,2,,,5,5,,,1,3,,,230,,,,,,,0.3604580905,1/2,,,,1/5,,,,1,1/2,1/5,0.4331407844,0
405085320,0.4,0.6,0.1,2,2,,,0.4331407844,0.536045809,,,2,1,,,1,2,,,5,5,,,1,3,,,230,,,,,,,0.3604580905,1/2,1/2,,,1/5,3/5,,,2,1/2,3/5,0.536045809,0
1777749681,0.4,0.6,0.1,3,2,,,0.7520866876,0.568571263,,,2,1,,,2,2,,,6,1,,,2,6,,,231,,,,,,,0.6857126296,2/2,,,,2/6,,,,1,2/2,2/6,0.7520866876,1
1777749681,0.4,0.6,0.1,3,2,,,0.7520866876,0.568571263,,,2,1,,,2,2,,,6,1,,,2,6,,,231,,,,,,,0.6857126296,2/2,1/2,,,2/6,1/6,,,2,1/2,1/6,0.568571263,0
916514574,0.4,0.6,0.1,2,3,,,0.4715317005,0.7918506055,,,1,2,,,2,2,,,4,2,,,1,6,,,232,,,,,,,-1.081493945,1/2,,,,1/4,,,,1,1/2,1/4,0.4715317005,0
916514574,0.4,0.6,0.1,2,3,,,0.4715317005,0.7918506055,,,1,2,,,2,2,,,4,2,,,1,6,,,232,,,,,,,-1.081493945,1/2,2/2,,,1/4,2/6,,,2,2/2,2/6,0.7918506055,1
1750846323,0.4,0.6,0.1,3,2,,,0.8304830898,0.5347830864,,,2,1,,,2,2,,,4,5,,,6,5,,,233,,,,,,,0.3478308644,2/2,,,,4/6,,,,1,2/2,4/6,0.8304830898,1
1750846323,0.4,0.6,0.1,3,2,,,0.8304830898,0.5347830864,,,2,1,,,2,2,,,4,5,,,6,5,,,233,,,,,,,0.3478308644,2/2,1/2,,,4/6,5/5,,,2,1/2,5/5,0.5347830864,0
519817022,0.4,0.6,0.1,2,3,,,0.5153346534,0.9045270535,,,1,2,,,2,2,,,1,5,,,3,1,,,234,,,,,,,0.0452705348,1/2,,,,1/3,,,,1,1/2,1/3,0.5153346534,0
519817022,0.4,0.6,0.1,2,3,,,0.5153346534,0.9045270535,,,1,2,,,2,2,,,1,5,,,3,1,,,234,,,,,,,0.0452705348,1/2,2/2,,,1/3,1/5,,,2,2/2,1/5,0.9045270535,1
823759658,0.4,0.6,0.1,1,3,,,-1.010503107,0.8029392109,,,1,2,,,1,2,,,1,3,,,3,4,,,235,,,,,,,-0.970607891,1/1,,,,1/3,,,,1,1/1,1/3,-1.010503107,0
823759658,0.4,0.6,0.1,1,3,,,-1.010503107,0.8029392109,,,1,2,,,1,2,,,1,3,,,3,4,,,235,,,,,,,-0.970607891,1/1,2/2,,,1/3,3/4,,,2,2/2,3/4,0.8029392109,1
1291861277,0.4,0.6,0.1,2,3,,,0.5925491695,0.8044084991,,,1,2,,,2,2,,,4,6,,,3,5,,,236,,,,,,,-0.955915009,1/2,,,,3/4,,,,1,1/2,3/4,0.5925491695,0
1291861277,0.4,0.6,0.1,2,3,,,0.5925491695,0.8044084991,,,1,2,,,2,2,,,4,6,,,3,5,,,236,,,,,,,-0.955915009,1/2,2/2,,,3/4,5/6,,,2,2/2,5/6,0.8044084991,1
1820151826,0.4,0.6,0.1,2,1,,,0.5837924795,-0.868023326,,,2,1,,,1,1,,,4,2,,,2,3,,,237,,,,,,,0.3197667429,1/2,,,,2/4,,,,1,1/2,2/4,0.5837924795,0
1820151826,0.4,0.6,0.1,2,1,,,0.5837924795,-0.868023326,,,2,1,,,1,1,,,4,2,,,2,3,,,237,,,,,,,0.3197667429,1/2,1/1,,,2/4,2/3,,,2,1/1,2/3,-0.868023326,0
513975986,0.4,0.6,0.1,1,1,,,-0.869290205,-0.889805201,,,1,1,,,1,1,,,5,5,,,1,3,,,238,,,,,,,0.1019479853,1/1,,,,1/5,,,,1,1/1,1/5,-0.869290205,0
513975986,0.4,0.6,0.1,1,1,,,-0.869290205,-0.889805201,,,1,1,,,1,1,,,5,5,,,1,3,,,238,,,,,,,0.1019479853,1/1,1/1,,,1/5,3/5,,,2,1/1,3/5,-0.889805201,0
1735926759,0.4,0.6,0.1,1,2,,,-0.987534081,0.5685124957,,,1,2,,,1,1,,,6,5,,,4,6,,,239,,,,,,,0.6851249572,1/1,,,,4/6,,,,1,1/1,4/6,-0.987534081,0
1735926759,0.4,0.6,0.1,1,2,,,-0.987534081,0.5685124957,,,1,2,,,1,1,,,6,5,,,4,6,,,239,,,,,,,0.6851249572,1/1,1/2,,,4/6,5/6,,,2,1/2,5/6,0.5685124957,0
1007790070,0.4,0.6,0.1,1,1,,,-1.004557243,-0.963293541,,,1,1,,,1,1,,,6,4,,,5,2,,,240,,,,,,,-0.632935408,1/1,,,,5/6,,,,1,1/1,5/6,-1.004557243,0
1007790070,0.4,0.6,0.1,1,1,,,-1.004557243,-0.963293541,,,1,1,,,1,1,,,6,4,,,5,2,,,240,,,,,,,-0.632935408,1/1,1/1,,,5/6,2/4,,,2,1/1,2/4,-0.963293541,0
1078383137,0.4,0.6,0.1,2,2,,,0.5694219451,0.3981505104,,,1,2,,,2,1,,,3,1,,,6,5,,,241,,,,,,,-1.018494896,1/2,,,,3/6,,,,1,1/2,3/6,0.5694219451,0
1078383137,0.4,0.6,0.1,2,2,,,0.5694219451,0.3981505104,,,1,2,,,2,1,,,3,1,,,6,5,,,241,,,,,,,-1.018494896,1/2,1/2,,,3/6,1/5,,,2,1/2,1/5,0.3981505104,0
694809794,0.4,0.6,0.1,1,2,,,-0.884150363,0.4347285711,,,1,1,,,1,2,,,3,2,,,6,5,,,242,,,,,,,-0.652714289,1/1,,,,3/6,,,,1,1/1,3/6,-0.884150363,0
694809794,0.4,0.6,0.1,1,2,,,-0.884150363,0.4347285711,,,1,1,,,1,2,,,3,2,,,6,5,,,242,,,,,,,-0.652714289,1/1,1/2,,,3/6,2/5,,,2,1/2,2/5,0.4347285711,0
224488389,0.4,0.6,0.1,2,1,,,0.4602205568,-0.766940665,,,1,1,,,2,1,,,5,1,,,3,1,,,243,,,,,,,1.3305933549,1/2,,,,3/5,,,,1,1/2,3/5,0.4602205568,0
224488389,0.4,0.6,0.1,2,1,,,0.4602205568,-0.766940665,,,1,1,,,2,1,,,5,1,,,3,1,,,243,,,,,,,1.3305933549,1/2,1/1,,,3/5,1/1,,,2,1/1,1/1,-0.766940665,0
878667739,0.4,0.6,0.1,2,2,,,0.4788569107,0.4863198701,,,1,2,,,2,1,,,3,5,,,1,6,,,244,,,,,,,-0.136801299,1/2,,,,1/3,,,,1,1/2,1/3,0.4788569107,0
878667739,0.4,0.6,0.1,2,2,,,0.4788569107,0.4863198701,,,1,2,,,2,1,,,3,5,,,1,6,,,244,,,,,,,-0.136801299,1/2,1/2,,,1/3,5/6,,,2,1/2,5/6,0.4863198701,0
1348406820,0.4,0.6,0.1,1,2,,,-0.999549724,0.4736778255,,,1,1,,,1,2,,,1,3,,,2,3,,,245,,,,,,,-0.263221745,1/1,,,,1/2,,,,1,1/1,1/2,-0.999549724,0
1348406820,0.4,0.6,0.1,1,2,,,-0.999549724,0.4736778255,,,1,1,,,1,2,,,1,3,,,2,3,,,245,,,,,,,-0.263221745,1/1,1/2,,,1/2,3/3,,,2,1/2,3/3,0.4736778255,0
2030941759,0.4,0.6,0.1,1,1,,,-0.792388143,-0.757777573,,,1,1,,,1,1,,,1,4,,,4,1,,,246,,,,,,,1.4222242675,1/1,,,,1/4,,,,1,1/1,1/4,-0.792388143,0
2030941759,0.4,0.6,0.1,1,1,,,-0.792388143,-0.757777573,,,1,1,,,1,1,,,1,4,,,4,1,,,246,,,,,,,1.4222242675,1/1,1/1,,,1/4,1/4,,,2,1/1,1/4,-0.757777573,0
774082756,0.4,0.6,0.1,2,2,,,0.4472851154,0.4724405831,,,2,1,,,1,2,,,4,2,,,1,3,,,247,,,,,,,-0.275594169,1/2,,,,1/4,,,,1,1/2,1/4,0.4472851154,0
774082756,0.4,0.6,0.1,2,2,,,0.4472851154,0.4724405831,,,2,1,,,1,2,,,4,2,,,1,3,,,247,,,,,,,-0.275594169,1/2,1/2,,,1/4,2/3,,,2,1/2,2/3,0.4724405831,0
98497129,0.4,0.6,0.1,2,2,,,0.5213267354,0.6850965722,,,2,2,,,1,1,,,5,1,,,2,5,,,248,,,,,,,1.8509657217,1/2,,,,2/5,,,,1,1/2,2/5,0.5213267354,0
98497129,0.4,0.6,0.1,2,2,,,0.5213267354,0.6850965722,,,2,2,,,1,1,,,5,1,,,2,5,,,248,,,,,,,1.8509657217,1/2,1/2,,,2/5,1/5,,,2,1/2,1/5,0.6850965722,0
713882688,0.4,0.6,0.1,1,2,,,-0.897238615,0.4823363792,,,1,2,,,1,1,,,2,4,,,6,2,,,249,,,,,,,-0.176636208,1/1,,,,2/6,,,,1,1/1,2/6,-0.897238615,0
713882688,0.4,0.6,0.1,1,2,,,-0.897238615,0.4823363792,,,1,2,,,1,1,,,2,4,,,6,2,,,249,,,,,,,-0.176636208,1/1,1/2,,,2/6,2/4,,,2,1/2,2/4,0.4823363792,0
64935952,0.4,0.6,0.1,2,2,,,0.5684201316,0.6168509616,,,1,2,,,2,1,,,3,2,,,2,5,,,250,,,,,,,1.1685096156,1/2,,,,2/3,,,,1,1/2,2/3,0.5684201316,0
64935952,0.4,0.6,0.1,2,2,,,0.5684201316,0.6168509616,,,1,2,,,2,1,,,3,2,,,2,5,,,250,,,,,,,1.1685096156,1/2,1/2,,,2/3,2/5,,,2,1/2,2/5,0.6168509616,0
78006799,0.4,0.6,0.1,1,1,,,-0.971651011,-0.762972895,,,1,1,,,1,1,,,6,3,,,6,3,,,251,,,,,,,1.3702710471,1/1,,,,6/6,,,,1,1/1,6/6,-0.971651011,0
78006799,0.4,0.6,0.1,1,1,,,-0.971651011,-0.762972895,,,1,1,,,1,1,,,6,3,,,6,3,,,251,,,,,,,1.3702710471,1/1,1/1,,,6/6,3/3,,,2,1/1,3/3,-0.762972895,0
1009867108,0.4,0.6,0.1,1,1,,,-1.095964159,-1.138888381,,,1,1,,,1,1,,,2,4,,,6,4,,,252,,,,,,,-2.388883814,1/1,,,,2/6,,,,1,1/1,2/6,-1.095964159,0
1009867108,0.4,0.6,0.1,1,1,,,-1.095964159,-1.138888381,,,1,1,,,1,1,,,2,4,,,6,4,,,252,,,,,,,-2.388883814,1/1,1/1,,,2/6,4/4,,,2,1/1,4/4,-1.138888381,0
1035800448,0.4,0.6,0.1,2,1,,,0.7493717037,-1.034456347,,,1,1,,,2,1,,,5,2,,,5,6,,,253,,,,,,,-1.344563468,1/2,,,,5/5,,,,1,1/2,5/5,0.7493717037,0
1035800448,0.4,0.6,0.1,2,1,,,0.7493717037,-1.034456347,,,1,1,,,2,1,,,5,2,,,5,6,,,253,,,,,,,-1.344563468,1/2,1/1,,,5/5,2/6,,,2,1/1,2/6,-1.034456347,0
1785771304,0.4,0.6,0.1,2,3,,,0.7033136179,0.9611443099,,,2,2,,,1,2,,,3,4,,,1,6,,,254,,,,,,,0.6114430993,1/2,,,,1/3,,,,1,1/2,1/3,0.7033136179,0
1785771304,0.4,0.6,0.1,2,3,,,0.7033136179,0.9611443099,,,2,2,,,1,2,,,3,4,,,1,6,,,254,,,,,,,0.6114430993,1/2,2/2,,,1/3,4/6,,,2,2/2,4/6,0.9611443099,1
538638144,0.4,0.6,0.1,2,1,,,0.5561539557,-0.90096894,,,1,1,,,2,1,,,3,1,,,2,4,,,255,,,,,,,-0.0096894,1/2,,,,2/3,,,,1,1/2,2/3,0.5561539557,0
